x	sin(x)
399	-0.0177320647274
401	-0.901775319514
403	0.768273957712
405	0.262345765308
407	-0.986622678341
409	0.558814047606
411	0.521525282082
413	-0.992876240242
415	0.304839330837
417	0.739160393875
419	-0.920037850062
421	0.0265812877381
423	0.897914412455
425	-0.773909772204
427	-0.253794205503
429	0.985141083712
431	-0.566132485576
433	-0.513952597834
435	0.993891981024
437	-0.313257409711
439	-0.733169820872
441	0.923470012926
443	-0.035428428179
445	-0.893983156305
447	0.779484953024
449	0.245222761631
451	-0.983582306028
453	0.573406568644
455	0.506339646835
457	-0.994829853142
459	0.32165094574
461	0.727121806057
463	-0.926829824491
465	0.0442727929014
467	0.889981859069
469	-0.784999063373
471	-0.236632105238
473	0.981946467414
475	-0.580635726907
477	-0.498687025536
479	0.995689783115
481	-0.330019281315
483	-0.721016823278
485	0.930117021524
487	-0.0531136889739
489	-0.885910834236
491	0.790451671234
493	0.228022909381
495	-0.980233696033
497	0.587819393981
499	0.4909953335
501	-0.996471703572
503	0.3383617608
505	0.714855350841
507	-0.933331346483
509	0.0619504237371
511	0.881770400761
513	-0.795842349412
515	-0.219395848565
517	0.978444126076
519	-0.594957007044
521	-0.483265173349
523	0.99717555325
525	-0.346677730585
527	-0.708637871481
529	0.936472547534
531	-0.0707823048574
533	-0.877560883034
535	0.801170675562
537	0.210751598695
539	-0.97657789775
541	0.602048006886
543	0.47549715072
545	-0.997801277005
547	0.354966539136
549	0.702364872321
551	-0.939540378573
553	0.0796086403815
555	0.87328261086
557	-0.806436232223
559	-0.202090837026
561	0.974635157271
563	-0.609091837945
565	-0.467691874215
567	0.998348825812
569	-0.363227537049
571	-0.696036844833
573	0.942534599244
575	-0.0884287387907
577	-0.868935919429
579	0.811638606856
581	0.193414242104
583	-0.972616056845
585	0.616087948358
587	0.459849955357
589	-0.998818156774
591	0.371460077098
593	0.689654284798
595	-0.945454974958
597	0.0972419090549
599	0.864521149292
601	-0.816777391867
603	-0.184722493715
605	0.970520754664
607	-0.623035789999
609	-0.451972008537
611	0.99920923312
613	-0.379663514286
615	-0.683217692275
617	0.948301276912
619	-0.106047460687
621	-0.860038646335
623	0.821852184648
625	0.176016272834
627	-0.968349414889
629	0.629934818523
631	0.444058650971
633	-0.999522024209
635	0.387837205897
637	0.676727571551
639	-0.951073282107
641	0.114844703796
643	0.855488761749
645	-0.826862587603
647	-0.167296261569
649	0.966102207639
651	-0.636784493411
653	-0.436110502648
655	0.999756505535
657	-0.395980511544
659	-0.670184431109
661	0.953770773362
663	-0.123632949143
665	-0.850871852004
667	0.83180820818
669	0.158563143108
671	-0.963779308975
673	0.643584278011
675	0.428128186284
677	-0.999912658728
679	0.404092793222
681	0.663588783586
683	-0.956393539337
685	0.132411508193
687	0.846188278824
689	-0.836688658904
691	-0.149817601668
693	0.961380900891
695	-0.650333639577
697	-0.42011232727
699	0.999990471553
701	-0.412173415358
703	-0.656941145733
705	0.958941374547
707	-0.141179693171
709	-0.841438409151
711	0.841503557406
713	0.141060322436
715	-0.958907171294
717	0.657032049317
719	0.412063553628
721	-0.999989937914
723	0.420221744856
725	0.650242038374
727	-0.961414079374
729	0.149936817113
731	0.836622615127
733	-0.846252526451
735	-0.132291991522
737	0.956358313995
739	-0.663678982428
741	-0.403982495955
743	0.999911057852
745	-0.428237151152
747	-0.643491986364
749	0.96381146009
751	-0.158682193925
753	-0.831741274054
755	0.850935193971
757	0.123513295899
759	-0.95373452869
761	0.670273918142
763	0.395869787381
765	-0.999753837548
767	0.436219006262
769	0.636691518553
771	-0.966133328866
773	0.167415138428
775	0.826794768372
777	-0.855551193092
779	-0.114724923353
781	0.951036020945
783	-0.676816339764
785	-0.387726063513
787	0.99951828932
789	-0.44416668483
791	-0.629841167736
793	0.968379503791
795	-0.176134966423
797	-0.821783485626
799	0.860100162164
801	0.10592756243
803	-0.948263002181
805	0.683305734714
807	0.379551962389
809	-0.999204431621
811	0.452079564177
813	0.622941470621
815	-0.970549808883
817	0.184840994735
819	0.816707818437
821	-0.864581744786
823	-0.0971219023783
825	0.945415689655
827	-0.689741594565
829	-0.371348124428
831	0.998812289042
833	-0.459957024351
835	-0.61599296778
837	0.972644074105
839	-0.19353254127
841	-0.811568164468
843	0.868995589841
845	0.0883086330961
847	-0.942494306447
849	0.696123415087
851	0.363115192377
853	-0.998341892307
855	0.467798448175
857	0.608996203607
859	-0.974662135376
861	0.20220892507
863	0.806364926397
865	-0.873341351515
867	-0.0794884450788
869	0.939499081438
871	-0.70245069628
873	-0.354853811264
875	0.997793278268
877	-0.475603221295
879	-0.601951726281
881	0.976603834587
883	-0.210869466365
885	-0.801098511883
887	0.87761868933
889	0.0706620293635
891	-0.936430249298
893	0.708722942421
895	0.346564628344
897	-0.99716648991
899	0.48337073223
901	0.594860087716
903	-0.978469019612
905	0.219513486626
907	0.795769333535
909	-0.881827268169
911	-0.0618300774754
913	0.933288050459
915	-0.714939662096
917	-0.338248293052
919	0.996461576338
921	-0.491100372416
923	-0.587721843522
925	0.980257544319
927	-0.228140308617
929	-0.790377808879
931	0.885966758301
933	0.0529932813731
935	-0.930072731105
937	0.721100368243
939	0.32990545695
941	-0.995678592782
943	0.498791536257
945	0.580537552962
947	-0.981969268581
949	0.236749256451
951	0.784924360327
953	-0.890036835409
955	-0.044152333395
957	0.926784543146
959	-0.727204578187
961	-0.321536773676
963	0.994817600584
965	-0.506443621173
967	-0.573307778903
969	0.98360405829
971	-0.245339655642
973	-0.77940941514
975	0.894037180613
977	0.0353079262048
979	-0.923423744203
981	0.733251813681
983	0.313142898892
985	-0.993878667203
987	0.514056027644
989	0.566033087779
991	-0.985161785365
993	0.253910833155
995	0.7738334054
997	-0.897967480498
999	-0.0264607527371
